EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition (Actual),PredictedAttrition,Risk (Probability)
211,34,0,Non-Travel,1065,Sales,23,4,Marketing,1,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7,0,0,0.01816766381403669
213,35,0,Travel_Frequently,664,Research & Development,1,3,Medical,1,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2,0,0,0.014225301957435823
214,32,0,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,1,Male,80,4,1,Research Scientist,2,Divorced,3298,15053,0,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5,0,0,0.02987012794919133
215,35,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,0,0,0.11101848517192478
216,19,0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,0,0,0.4139542148237865
217,28,0,Travel_Rarely,866,Sales,5,3,Medical,1,4,Male,84,3,2,Sales Executive,1,Single,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,0,0,0.10479084747309403
219,43,0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,0,0,0.006217227466713895
221,37,0,Travel_Rarely,367,Research & Development,25,2,Medical,1,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,0,0,0.009575077711906797
223,38,0,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0,0,0,0.017834195650908387
224,30,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,0,0,0.09417453030792539
225,53,0,Travel_Rarely,1436,Sales,6,2,Marketing,1,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,0,0,0.07075965255119859
226,42,0,Travel_Rarely,635,Sales,1,1,Life Sciences,1,2,Male,99,3,2,Sales Executive,3,Married,4907,24532,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6,0,0,0.06641794139010353
227,30,0,Travel_Frequently,160,Research & Development,3,3,Medical,1,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,0,0,0.24232951035114578
230,53,0,Travel_Rarely,447,Research & Development,2,3,Medical,1,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,0,0,0.0081733258951157
233,29,0,Travel_Rarely,1090,Sales,10,3,Marketing,1,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,0,0,0.019703366295066242
235,34,0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3,0,0,0.47215636882232775
236,28,0,Travel_Rarely,1169,Human Resources,8,2,Medical,1,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,0,0,0.01754405057037179
237,43,0,Travel_Rarely,1034,Sales,16,3,Marketing,1,4,Female,80,3,4,Manager,4,Married,16064,7744,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9,0,0,0.017879246360962817
239,37,0,Travel_Rarely,228,Sales,6,4,Medical,1,3,Male,98,3,2,Sales Executive,4,Married,6502,22825,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1,0,0,0.013217234215701878
240,44,0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,0,0,0.023396828952392947
241,34,0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0,0,0,0.06769037337954427
244,28,0,Travel_Rarely,304,Sales,9,4,Life Sciences,1,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,0,0,0.011031929078332907
245,40,0,Travel_Rarely,300,Sales,26,3,Marketing,1,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,0,0,0.0759902918932854
246,34,0,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2,0,0,0.007177820500466175
247,44,0,Travel_Rarely,625,Research & Development,4,3,Medical,1,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,0,0,0.023430322246524558
248,25,0,Travel_Rarely,180,Research & Development,2,1,Medical,1,1,Male,65,4,1,Research Scientist,1,Single,3424,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1,0,0,0.032114940915515824
250,60,0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,1,Female,41,3,5,Manager,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,0,0,0.09294766644509513
251,32,0,Travel_Rarely,601,Sales,7,5,Marketing,1,4,Male,97,3,2,Sales Executive,4,Married,9204,23343,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3,0,0,0.014570035835351573
253,36,0,Travel_Rarely,188,Research & Development,7,4,Other,1,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1,0,0,0.09501844049053552
255,32,0,Non-Travel,1109,Research & Development,29,4,Medical,1,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,0,0,0.051934287932042696
256,42,0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,3,Female,31,3,4,Manager,1,Married,16799,16616,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9,0,0,0.017576106812750104
262,24,0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2,0,0,0.027659529194640157
263,35,0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,4,Female,51,3,2,Healthcare Representative,4,Married,4014,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7,0,0,0.03754749517948829
264,48,0,Travel_Rarely,817,Sales,2,1,Marketing,1,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2,0,0,0.020501125974242383
265,50,0,Travel_Rarely,1126,Research & Development,1,2,Medical,1,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3,0,0,0.002514560969211611
266,54,0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9,0,0,0.004681576481751394
267,30,0,Travel_Rarely,202,Sales,2,1,Technical Degree,1,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,0,0,0.11613296609885718
271,44,0,Non-Travel,981,Research & Development,5,3,Life Sciences,1,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,0,0,0.11263874670397703
272,50,0,Travel_Rarely,989,Research & Development,7,2,Medical,1,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Y,Yes,12,3,4,80,1,29,2,2,27,3,13,8,0,0,0.053612133770800555
274,32,0,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9,0,0,0.0770695751612935
275,44,0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,3,Male,92,4,5,Manager,1,Divorced,19190,17477,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13,0,0,0.007813443510548768
277,53,0,Travel_Rarely,1219,Sales,2,4,Life Sciences,1,1,Female,78,2,4,Manager,4,Married,15427,22021,2,Y,No,16,3,3,80,0,31,3,3,25,8,3,7,0,0,0.02085721340631464
279,55,0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,1,Female,83,3,4,Manager,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,0,0,0.03778139856883489
280,38,0,Non-Travel,152,Sales,10,3,Technical Degree,1,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3,0,1,0.6037563739916677
282,36,0,Travel_Rarely,796,Research & Development,12,5,Medical,1,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,0,0,0.07059757254109526
283,57,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4,0,0,0.02800703934492017
285,36,0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1,Male,37,2,2,Laboratory Technician,4,Single,5810,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8,0,0,0.019044721775149313
287,35,0,Travel_Rarely,538,Research & Development,25,2,Other,1,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,0,0,0.06426075911269521
288,27,0,Travel_Frequently,1410,Sales,3,1,Medical,1,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4,0,0,0.03198359433483294
293,45,0,Non-Travel,1195,Research & Development,2,2,Medical,1,1,Male,65,2,4,Manager,4,Married,16792,20462,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8,0,0,0.004371629188484364
294,27,0,Travel_Frequently,829,Sales,8,1,Marketing,1,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1,0,0,0.03687993896968256
295,41,0,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,2,Female,91,3,4,Manager,1,Married,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,0,0,0.01736619851579061
296,30,0,Non-Travel,1116,Research & Development,2,3,Medical,1,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,0,0,0.03720403684780811
297,32,0,Non-Travel,862,Sales,2,1,Life Sciences,1,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,0,0,0.032728874290938195
298,55,0,Travel_Rarely,692,Research & Development,14,4,Medical,1,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,0,0,0.021631447470787348
300,54,0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4,0,0,0.05935358177050866
302,32,0,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,0,0,0.04741829539870758
304,33,0,Non-Travel,1038,Sales,8,1,Life Sciences,1,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,0,0,0.044804045699829424
306,27,0,Non-Travel,691,Research & Development,9,3,Medical,1,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2,0,0,0.04380247423392081
307,33,0,Travel_Rarely,1198,Research & Development,1,4,Other,1,3,Male,100,2,1,Research Scientist,1,Single,2799,3339,3,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2,0,1,0.5259605744769111
310,37,0,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0,0,0,0.04151834836078962
311,56,0,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,4,Male,68,3,4,Manufacturing Director,2,Married,13402,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9,0,0,0.10689109863459627
315,29,0,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8,0,0,0.10604637526387325
316,38,0,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1,0,0,0.026362628824249924
317,42,0,Travel_Rarely,1332,Research & Development,2,4,Other,1,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0,0,0,0.012528967025343283
320,54,0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8,0,0,0.015588293705302505
321,29,0,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4,0,0,0.018562116918261228
322,26,0,Travel_Frequently,1283,Sales,1,3,Medical,1,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7,0,0,0.0693220640472194
323,37,0,Non-Travel,1252,Sales,19,2,Medical,1,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,0,0,0.2809795107438908
325,31,0,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7,0,0,0.0056412716987004775
328,43,0,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,2,Male,94,3,4,Research Director,1,Married,17159,5200,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0,0,0,0.002523991052151327
329,29,0,Travel_Rarely,986,Research & Development,3,4,Medical,1,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,0,0,0.04539839703644243
330,30,0,Travel_Rarely,231,Sales,8,2,Other,1,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7,0,0,0.028963779539729687
331,40,0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11,0,0,0.011173686314338255
334,56,0,Travel_Frequently,906,Sales,6,3,Life Sciences,1,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,0,0,0.018204962863280976
335,25,0,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1,Male,93,4,2,Sales Executive,3,Married,6232,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2,0,0,0.0847762548725197
336,42,0,Non-Travel,179,Human Resources,2,5,Medical,1,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3,0,0,0.006517127872556167
337,32,0,Travel_Frequently,967,Sales,8,3,Marketing,1,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,0,0,0.3497155880295753
338,32,0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7,0,0,0.058481150724212436
339,55,0,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,2,Male,37,3,2,Laboratory Technician,4,Married,5415,15972,3,Y,Yes,19,3,4,80,1,12,4,3,10,7,0,8,0,0,0.019539649425674304
343,27,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,0,0,0.10384396865722113
344,38,0,Travel_Frequently,1186,Research & Development,3,4,Other,1,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,0,0,0.02151865592345445
345,37,0,Travel_Frequently,1231,Sales,21,2,Medical,1,3,Female,54,3,1,Sales Representative,4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,0,0,0.04037024785186782
347,26,0,Travel_Frequently,496,Research & Development,11,2,Medical,1,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3,0,0,0.44314656768618516
349,45,0,Travel_Rarely,252,Research & Development,1,3,Other,1,3,Male,70,4,5,Manager,4,Married,19202,15970,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7,0,0,0.010249398028430192
350,26,0,Travel_Rarely,1443,Sales,23,3,Marketing,1,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0,0,0,0.15372261243940746
351,41,0,Travel_Rarely,802,Sales,9,1,Life Sciences,1,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,0,0,0.011493171298833992
352,19,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,0,0,0.2866158420642356
353,40,0,Travel_Rarely,630,Sales,4,4,Marketing,1,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11,0,0,0.011818592597245133
355,43,0,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0,0,0,0.014276223085687875
356,35,0,Non-Travel,727,Research & Development,3,3,Life Sciences,1,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,0,0,0.052929756412931905
357,52,0,Travel_Rarely,621,Sales,3,4,Marketing,1,3,Male,31,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16,0,0,0.01981940511595947
358,49,0,Travel_Rarely,470,Research & Development,20,4,Medical,1,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11,0,0,0.01010895376841332
359,37,0,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,3,Male,84,4,1,Laboratory Technician,3,Single,3500,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3,0,0,0.0155682438199556
360,43,0,Travel_Frequently,313,Research & Development,21,3,Medical,1,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,0,0,0.022135625935191933
362,23,0,Travel_Rarely,541,Sales,2,1,Technical Degree,1,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0,0,0,0.11876093279770761
363,55,0,Travel_Rarely,836,Research & Development,8,3,Medical,1,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2,0,0,0.03620866923280768
364,53,0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,4,Female,72,3,4,Research Director,4,Single,14275,20206,6,Y,No,18,3,3,80,0,33,0,3,12,9,3,8,0,0,0.0042763753229624795
365,34,0,Travel_Frequently,669,Research & Development,1,3,Medical,1,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9,0,0,0.02986195349750721
367,34,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,0,0,0.10309957637235058
368,30,0,Non-Travel,829,Research & Development,1,1,Life Sciences,1,3,Male,88,2,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8,0,0,0.1118233033537233
369,32,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4,0,0,0.2353226064328836
370,36,0,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7,0,0,0.010428705059305652
373,40,0,Travel_Frequently,1184,Sales,2,4,Medical,1,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0,0,0,0.03361375904001622
374,36,0,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8,0,0,0.0023982633031586764
375,21,0,Travel_Rarely,391,Research & Development,15,2,Life Sciences,1,3,Male,96,3,1,Research Scientist,4,Single,1232,19281,1,Y,No,14,3,4,80,0,0,6,3,0,0,0,0,0,0,0.13927819590076326
377,34,0,Travel_Rarely,204,Sales,14,3,Technical Degree,1,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6,0,0,0.11841079957727776
379,34,0,Travel_Rarely,665,Research & Development,6,4,Other,1,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10,0,0,0.022880886274523966
381,39,0,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4,0,0,0.009849684607879512
382,45,0,Travel_Rarely,549,Research & Development,8,4,Other,1,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8,0,0,0.006057023512452605
386,38,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,0,0,0.10202742455104238
388,31,0,Travel_Frequently,1327,Research & Development,3,4,Medical,1,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2,0,0,0.008429929861538702
389,26,0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,0,0,0.23042759515401162
391,30,0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7,0,0,0.04284877489874094
393,34,0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,5494,0,Y,No,11,3,4,80,1,10,0,2,9,7,1,6,0,0,0.015891443487615533
394,35,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2,0,0,0.14425619538682932
395,27,0,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,1,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,19715,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0,0,0,0.25306830219652104
399,31,0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3,0,0,0.07955032145148648
400,39,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,0,0,0.009608200511327564
401,29,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7,0,0,0.011350963398723303
405,26,0,Travel_Rarely,841,Research & Development,6,3,Other,1,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,0,0,0.07396241187395822
406,48,0,Travel_Rarely,163,Sales,2,5,Marketing,1,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,0,0,0.008163237372800874
407,38,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2,0,0,0.018639279047819098
411,50,0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5,0,0,0.0170529356221201
412,37,0,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3,0,0,0.024297933726612122
414,31,0,Travel_Rarely,1398,Human Resources,8,2,Medical,1,4,Female,96,4,1,Human Resources,2,Single,2109,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2,0,0,0.04353942591970447
